"Name","Slug","Occupation","Born","HPI Rank","HPI Score","2025 Views","2024 Views","Gap","Gap Score","YoY Change %","Momentum Q1-Q3 %","Label"
"James V of Scotland","James_V_of_Scotland","POLITICIAN","1512","656","83.194283","255602","416088","−1.4×","-0.13","-38.6","-5.7","Steady"
"Howard Hughes","Howard_Hughes","BUSINESSPERSON","1905","657","83.18639","2101063","1979229","+6.0×","0.78","6.2","-13.8","Famous"
"Anders Celsius","Anders_Celsius","ASTRONOMER","1701","658","83.185833","111138","106526","−3.1×","-0.49","4.3","-13.2","Steady"
"Robert Frost","Robert_Frost","WRITER","1874","659","83.181106","821989","1078878","+2.4×","0.37","-23.8","-33.3","Cooling Off"
"Pope Benedict XIV","Pope_Benedict_XIV","RELIGIOUS FIGURE","1675","660","83.172139","95264","59218","−3.6×","-0.56","60.9","-0.2","Underrated"
"14th Dalai Lama","14th_Dalai_Lama","RELIGIOUS FIGURE","1935","661","83.168305","1901487","1333956","+5.5×","0.74","42.5","42.6","Trending"
"Harald Bluetooth","Harald_Bluetooth","POLITICIAN","935","662","83.166557","423942","488956","~1×","0.09","-13.3","-15.9","Steady"
"Maurice Ravel","Maurice_Ravel","COMPOSER","1875","663","83.162434","441937","409784","+1.3×","0.11","7.8","-24.4","Cooling Off"
"Wallis Simpson","Wallis_Simpson","CELEBRITY","1896","664","83.157192","1439672","1420656","+4.2×","0.62","1.3","18.9","Famous"
"Romain Rolland","Romain_Rolland","WRITER","1866","665","83.147067","78990","82625","−4.4×","-0.64","-4.4","-4.9","Underrated"
"Philip II of Macedon","Philip_II_of_Macedon","POLITICIAN","-382","666","83.146196","482839","597343","+1.4×","0.14","-19.2","-13","Steady"
"Audrey Hepburn","Audrey_Hepburn","ACTOR","1929","667","83.142328","3471286","3340018","+10×","1.00","3.9","-15.4","Famous"
"Charles Perrault","Charles_Perrault","WRITER","1628","668","83.141595","183555","192333","−1.9×","-0.27","-4.6","-2.3","Steady"
"James Watson","James_Watson","BIOLOGIST","1928","669","83.140201","872631","367821","+2.5×","0.40","137.2","-2.8","Rising Star"
"William I, German Emperor","William_I,_German_Emperor","POLITICIAN","1797","670","83.139917","351531","487503","~1×","0.01","-27.9","-57.1","Cooling Off"
"Maximilian II, Holy Roman Emperor","Maximilian_II,_Holy_Roman_Emperor","POLITICIAN","1527","671","83.139053","196643","194090","−1.8×","-0.24","1.3","-10.6","Steady"
"Aleister Crowley","Aleister_Crowley","OCCULTIST","1875","672","83.135969","1787070","1632488","+5.2×","0.71","9.5","47.9","Trending"
"Umberto Eco","Umberto_Eco","WRITER","1932","673","83.13221","425485","429033","~1×","0.09","-0.8","-4.4","Steady"
"Judas Iscariot","Judas_Iscariot","RELIGIOUS FIGURE","50","674","83.130681","1425468","1433207","+4.1×","0.62","-0.5","-4.5","Famous"
"Pope Pius V","Pope_Pius_V","RELIGIOUS FIGURE","1504","675","83.127219","163252","99935","−2.1×","-0.32","63.4","7.8","Steady"
"Adolf Eichmann","Adolf_Eichmann","MILITARY PERSONNEL","1906","676","83.123719","1805306","1561850","+5.2×","0.72","15.6","8.7","Famous"
"John William Strutt, 3rd Baron Rayleigh","John_William_Strutt,_3rd_Baron_Rayleigh","PHYSICIST","1842","677","83.121165","47010","58817","−7.3×","-0.86","-20.1","-25.9","Declining"
"Edward the Black Prince","Edward_the_Black_Prince","NOBLEMAN","1330","678","83.113329","738408","686018","+2.1×","0.33","7.6","-0.8","Steady"
"Ruhollah Khomeini","Ruhollah_Khomeini","RELIGIOUS FIGURE","1902","679","83.102444","2517804","2204458","+7.3×","0.86","14.2","8.9","Famous"
"Hector Berlioz","Hector_Berlioz","COMPOSER","1803","680","83.083411","248820","255635","−1.4×","-0.14","-2.7","-16.3","Steady"
"Georg Ohm","Georg_Ohm","PHYSICIST","1789","681","83.077986","110471","123294","−3.1×","-0.49","-10.4","-9.8","Steady"
"Kösem Sultan","Kösem_Sultan","POLITICIAN","1590","682","83.074562","408460","453143","~1×","0.08","-9.9","-9.5","Steady"
"Giacomo Casanova","Giacomo_Casanova","WRITER","1725","683","83.074306","491970","553692","+1.4×","0.16","-11.1","-27.1","Cooling Off"
"Auguste Rodin","Auguste_Rodin","SCULPTOR","1840","684","83.072555","352852","333778","~1×","0.01","5.7","-16.2","Steady"
"Zechariah","Zechariah_(New_Testament_figure)","RELIGIOUS FIGURE","-90","685","83.064931","40946","182026","−8.4×","-0.92","-77.5","-51.8","Declining"
"Ivan Pavlov","Ivan_Pavlov","BIOLOGIST","1849","686","83.048556","317086","372235","~1×","-0.03","-14.8","-14.7","Steady"
"Georges Bizet","Georges_Bizet","COMPOSER","1838","687","83.040071","205793","222132","−1.7×","-0.22","-7.4","-21.5","Cooling Off"
"Pope Paul III","Pope_Paul_III","RELIGIOUS FIGURE","1468","688","83.035453","198511","141706","−1.7×","-0.24","40.1","-17.8","Steady"
"Pope Linus","Pope_Linus","RELIGIOUS FIGURE","1","689","83.034206","492363","200608","+1.4×","0.16","145.4","-28.8","Rising Star"
"Sappho","Sappho","WRITER","-630","690","83.032444","593691","554397","+1.7×","0.24","7.1","-15.4","Steady"
"Hildegard of Bingen","Hildegard_of_Bingen","RELIGIOUS FIGURE","1098","691","83.032191","638021","527324","+1.9×","0.27","21","-5.7","Steady"
"Isabella I of Castile","Isabella_I_of_Castile","POLITICIAN","1451","692","83.018683","876993","775667","+2.6×","0.41","13.1","-33","Cooling Off"
"Saint Valentine","Saint_Valentine","RELIGIOUS FIGURE","226","693","83.008218","911358","893440","+2.7×","0.43","2","-85.9","Cooling Off"
"Saint Lawrence","Saint_Lawrence","RELIGIOUS FIGURE","225","694","83.003647","265468","247000","−1.3×","-0.11","7.5","58.5","Rising Star"
"Claude Debussy","Claude_Debussy","COMPOSER","1862","695","82.989622","589999","647220","+1.7×","0.24","-8.8","-4.9","Steady"
"Amedeo Modigliani","Amedeo_Modigliani","PAINTER","1884","696","82.986343","392556","374384","~1×","0.06","4.9","-13","Steady"
"Pope Pius II","Pope_Pius_II","RELIGIOUS FIGURE","1405","697","82.972565","100550","73090","−3.4×","-0.53","37.6","10.2","Underrated"
"Pope Innocent XI","Pope_Innocent_XI","RELIGIOUS FIGURE","1611","698","82.95525","76865","43959","−4.4×","-0.65","74.9","-0.8","Underrated"
"Anthony of Padua","Anthony_of_Padua","RELIGIOUS FIGURE","1195","699","82.943522","603542","582214","+1.8×","0.25","3.7","-1.1","Steady"
"Charles XIV John of Sweden","Charles_XIV_John_of_Sweden","MILITARY PERSONNEL","1763","700","82.94332","75037","95345","−4.5×","-0.66","-21.3","-11.3","Underrated"
"Andy Warhol","Andy_Warhol","ARTIST","1928","701","82.939842","2012163","2158550","+5.9×","0.77","-6.8","-5.7","Famous"
"Artaxerxes I of Persia","Artaxerxes_I_of_Persia","POLITICIAN","-500","702","82.936896","25410","63171","−13×","-1.13","-59.8","-21.4","Forgotten"
"Robert Hooke","Robert_Hooke","PHYSICIST","1635","703","82.932626","341042","408334","~1×","0.00","-16.5","12.4","Steady"
"Bill Clinton","Bill_Clinton","POLITICIAN","1946","704","82.929151","6653968","9746622","+20×","1.29","-31.7","-42","Post-Peak"
"Marlon Brando","Marlon_Brando","ACTOR","1924","705","82.913096","3353558","3855308","+9.9×","0.99","-13","11.8","Famous"
"Toni Morrison","Toni_Morrison","WRITER","1931","706","82.911965","758713","840210","+2.2×","0.35","-9.7","-17","Steady"
"Joan Miró","Joan_Miró","PAINTER","1893","707","82.900524","286812","367998","~1×","-0.07","-22.1","5.9","Steady"
"Anaxagoras","Anaxagoras","PHILOSOPHER","-500","708","82.889103","181467","122013","−1.9×","-0.27","48.7","-11.5","Steady"
"Oda Nobunaga","Oda_Nobunaga","MILITARY PERSONNEL","1534","709","82.885226","1070444","1397526","+3.2×","0.50","-23.4","-40","Cooling Off"
"Pol Pot","Pol_Pot","POLITICIAN","1925","710","82.867661","2381788","2187825","+7.0×","0.85","8.9","10.4","Famous"
"George R. R. Martin","George_R._R._Martin","WRITER","1948","711","82.866388","1733155","2372646","+5.1×","0.71","-27","-1.8","Famous"
"Basil of Caesarea","Basil_of_Caesarea","PHYSICIAN","329","712","82.865267","180542","180758","−1.9×","-0.27","-0.1","-23.1","Cooling Off"
"Phidias","Phidias","SCULPTOR","-490","713","82.850589","97233","94601","−3.5×","-0.54","2.8","-17.9","Underrated"
"John Amos Comenius","John_Amos_Comenius","PHILOSOPHER","1592","714","82.84448","88985","91210","−3.8×","-0.58","-2.4","-4.5","Underrated"
"Sejong the Great","Sejong_the_Great","POLITICIAN","1397","715","82.842887","391569","296994","~1×","0.06","31.8","-40.8","Cooling Off"
"Lord Byron","Lord_Byron","WRITER","1788","716","82.841733","1394745","1427527","+4.1×","0.61","-2.3","0.3","Famous"
"Francis I of France","Francis_I_of_France","POLITICIAN","1494","717","82.837286","668893","655261","+2.0×","0.30","2.1","-13.9","Steady"
"Nikolai Gogol","Nikolai_Gogol","WRITER","1809","718","82.822569","431814","463919","+1.3×","0.11","-6.9","-33.8","Cooling Off"
"Xi Jinping","Xi_Jinping","POLITICIAN","1953","719","82.814295","4109216","3066767","+12×","1.08","34","14.1","Famous"
"Pope Leo I","Pope_Leo_I","RELIGIOUS FIGURE","390","720","82.808653","808615","165849","+2.4×","0.38","387.6","19.2","Rising Star"
"Lucius Tarquinius Superbus","Lucius_Tarquinius_Superbus","POLITICIAN","-600","721","82.803388","211877","222420","−1.6×","-0.20","-4.7","-16.3","Steady"
"D. H. Lawrence","D._H._Lawrence","WRITER","1885","722","82.802144","527304","540195","+1.6×","0.19","-2.4","-4.2","Steady"
"Pope Clement XII","Pope_Clement_XII","RELIGIOUS FIGURE","1652","723","82.795532","49784","37970","−6.8×","-0.83","31.1","-25.2","Declining"
"Haakon VII of Norway","Haakon_VII_of_Norway","POLITICIAN","1872","724","82.79451","135810","165785","−2.5×","-0.40","-18.1","9.2","Steady"
"Benedict of Nursia","Benedict_of_Nursia","RELIGIOUS FIGURE","480","725","82.787177","441443","397889","+1.3×","0.12","10.9","8","Steady"
"Prince Philip, Duke of Edinburgh","Prince_Philip,_Duke_of_Edinburgh","NOBLEMAN","1921","726","82.768024","3087759","3310513","+9.2×","0.96","-6.7","-1.6","Famous"
"John Maynard Keynes","John_Maynard_Keynes","ECONOMIST","1883","727","82.766117","749744","684266","+2.2×","0.35","9.6","7.4","Steady"
"Sun Yat-sen","Sun_Yat-sen","POLITICIAN","1866","728","82.765314","979105","893733","+2.9×","0.46","9.6","-9","Steady"
"Lech Wałęsa","Lech_Wałęsa","POLITICIAN","1943","729","82.762177","752492","413713","+2.2×","0.35","81.9","14.1","Steady"
"Akira Kurosawa","Akira_Kurosawa","FILM DIRECTOR","1910","730","82.761692","1115667","1068668","+3.3×","0.52","4.4","29.6","Trending"
"Daniel Defoe","Daniel_Defoe","WRITER","1660","731","82.760634","331236","382873","~1×","-0.01","-13.5","2.7","Steady"
"Maximilian I, Holy Roman Emperor","Maximilian_I,_Holy_Roman_Emperor","POLITICIAN","1459","732","82.739974","467323","499547","+1.4×","0.14","-6.5","-12.9","Steady"
"Cecil Rhodes","Cecil_Rhodes","BUSINESSPERSON","1853","733","82.738248","673179","572433","+2.0×","0.30","17.6","-1.5","Steady"
"Swami Vivekananda","Swami_Vivekananda","PHILOSOPHER","1863","734","82.733534","1203924","1904503","+3.6×","0.55","-36.8","-34.2","Post-Peak"
"Pope Sixtus V","Pope_Sixtus_V","RELIGIOUS FIGURE","1520","735","82.730576","165553","74069","−2.0×","-0.31","123.5","-8.8","Rising Star"
"Bob Dylan","Bob_Dylan","MUSICIAN","1941","736","82.729612","12669588","7081101","+38×","1.58","78.9","-73.7","Post-Peak"
"Maria Goeppert Mayer","Maria_Goeppert_Mayer","PHYSICIST","1906","737","82.725451","66729","68030","−5.0×","-0.70","-1.9","24.1","Emerging"
"Ayrton Senna","Ayrton_Senna","RACING DRIVER","1960","738","82.72459","2970595","3859604","+8.9×","0.95","-23","-12.4","Famous"
"Rudolf, Crown Prince of Austria","Rudolf,_Crown_Prince_of_Austria","NOBLEMAN","1858","739","82.715165","695429","832469","+2.1×","0.32","-16.5","-35.5","Cooling Off"
"Ferdinand I, Holy Roman Emperor","Ferdinand_I,_Holy_Roman_Emperor","POLITICIAN","1503","740","82.705526","367194","334739","~1×","0.04","9.7","-5.9","Steady"
"Bertrand Russell","Bertrand_Russell","MATHEMATICIAN","1872","741","82.68565","961325","989885","+2.9×","0.46","-2.9","11.1","Steady"
"Mehmed III","Mehmed_III","POLITICIAN","1566","742","82.677397","293049","308964","~1×","-0.06","-5.2","-12.8","Steady"
"Joanna of Castile","Joanna_of_Castile","POLITICIAN","1479","743","82.661795","539915","469244","+1.6×","0.21","15.1","-6.8","Steady"
"Benjamin Netanyahu","Benjamin_Netanyahu","POLITICIAN","1949","744","82.659872","6857621","5634507","+20×","1.31","21.7","94.2","Viral"
"Archduke Franz Ferdinand of Austria","Archduke_Franz_Ferdinand_of_Austria","NOBLEMAN","1863","745","82.654239","1506989","1609178","+4.5×","0.65","-6.4","-1.1","Famous"
"Pierre de Coubertin","Pierre_de_Coubertin","BUSINESSPERSON","1863","746","82.653759","143153","335265","−2.3×","-0.37","-57.3","-30.3","Cooling Off"
"Marc Chagall","Marc_Chagall","PAINTER","1887","747","82.6468","457922","435985","+1.4×","0.14","5","-27.5","Cooling Off"
"Richard Nixon","Richard_Nixon","POLITICIAN","1913","748","82.643846","4187768","4750738","+13×","1.10","-11.9","-23.6","Post-Peak"
"Pope Gregory I","Pope_Gregory_I","RELIGIOUS FIGURE","540","749","82.639041","422439","321585","+1.3×","0.10","31.4","12.2","Steady"
"Pope Sylvester I","Pope_Sylvester_I","RELIGIOUS FIGURE","300","750","82.637519","132552","91255","−2.5×","-0.40","45.3","-21.5","Cooling Off"
"Erwin Rommel","Erwin_Rommel","MILITARY PERSONNEL","1891","751","82.619681","1382573","1338770","+4.1×","0.62","3.3","-26.1","Post-Peak"
"Pope Innocent X","Pope_Innocent_X","RELIGIOUS FIGURE","1574","752","82.616058","82114","57975","−4.1×","-0.61","41.6","-26.7","Declining"
"Ferenc Puskás","Ferenc_Puskás","SOCCER PLAYER","1927","753","82.612892","572631","727600","+1.7×","0.23","-21.3","-2.4","Steady"
"Victor Emmanuel II of Italy","Victor_Emmanuel_II_of_Italy","POLITICIAN","1820","754","82.612657","109962","140320","−3.0×","-0.48","-21.6","-29.1","Cooling Off"
"Thomas the Apostle","Thomas_the_Apostle","RELIGIOUS FIGURE","1","755","82.611165","678115","747368","+2.0×","0.31","-9.3","12.1","Steady"
"Deng Xiaoping","Deng_Xiaoping","POLITICIAN","1904","756","82.60928","1318402","1080981","+4.0×","0.60","22","-3.8","Famous"
"Charles X of France","Charles_X_of_France","POLITICIAN","1757","757","82.606853","696738","536906","+2.1×","0.32","29.8","4.6","Steady"
"Charles IV, Holy Roman Emperor","Charles_IV,_Holy_Roman_Emperor","POLITICIAN","1316","758","82.597673","375136","294171","~1×","0.05","27.5","-37.1","Cooling Off"
"Pope Gregory XV","Pope_Gregory_XV","RELIGIOUS FIGURE","1554","759","82.594093","44245","30926","−7.5×","-0.88","43.1","-14.8","Underrated"
"Abu Nuwas","Abu_Nuwas","WRITER","762","760","82.589841","63387","55821","−5.2×","-0.72","13.6","-3.2","Underrated"
"Michel Foucault","Michel_Foucault","PHILOSOPHER","1926","761","82.58894","925466","969992","+2.8×","0.44","-4.6","2.5","Steady"
"Bedřich Smetana","Bedřich_Smetana","COMPOSER","1824","762","82.587263","144648","168022","−2.3×","-0.36","-13.9","-12.8","Steady"
"Frederick II, Holy Roman Emperor","Frederick_II,_Holy_Roman_Emperor","POLITICIAN","1194","763","82.58526","494044","428630","+1.5×","0.17","15.3","-17.1","Steady"
"Mithridates VI of Pontus","Mithridates_VI_of_Pontus","POLITICIAN","-132","764","82.583339","47996","53860","−6.9×","-0.84","-10.9","-8.5","Underrated"
"Bill Gates","Bill_Gates","BUSINESSPERSON","1955","765","82.578485","3473174","4098866","+10×","1.02","-15.3","-31","Post-Peak"
"Charles Thomson Rees Wilson","Charles_Thomson_Rees_Wilson","PHYSICIST","1869","766","82.575826","16103","30764","−21×","-1.31","-47.7","-12.6","Forgotten"
"Bartholomew the Apostle","Bartholomew_the_Apostle","RELIGIOUS FIGURE","-100","767","82.574453","511064","561878","+1.5×","0.19","-9","21.8","Rising Star"
"Tokugawa Ieyasu","Tokugawa_Ieyasu","MILITARY PERSONNEL","1542","768","82.569004","984505","2173816","+3.0×","0.47","-54.7","-20.3","Cooling Off"
"Murad IV","Murad_IV","POLITICIAN","1612","769","82.565516","320037","350923","~1×","-0.02","-8.8","-13.5","Steady"
"Manmohan Singh","Manmohan_Singh","POLITICIAN","1932","770","82.561407","1331120","3878118","+4.0×","0.60","-65.7","-19.8","Crashing"
"Jacques Chirac","Jacques_Chirac","POLITICIAN","1932","771","82.555027","500255","534152","+1.5×","0.18","-6.3","1.3","Steady"
"Diego Maradona","Diego_Maradona","SOCCER PLAYER","1960","772","82.551399","2203475","2257533","+6.7×","0.82","-2.4","-10.8","Famous"
"Harold Harefoot","Harold_Harefoot","NOBLEMAN","1016","773","82.538033","251551","685509","−1.3×","-0.12","-63.3","10","Cooling Off"
"David Lynch","David_Lynch","FILM DIRECTOR","1946","774","82.530025","7108601","2182057","+21×","1.33","225.8","-85","Breakout Star"
"Jan van Eyck","Jan_van_Eyck","PAINTER","1395","775","82.516417","252696","261670","−1.3×","-0.12","-3.4","8.7","Steady"
"Bhumibol Adulyadej","Bhumibol_Adulyadej","POLITICIAN","1927","776","82.515483","758063","621796","+2.3×","0.36","21.9","14","Steady"
"Mata Hari","Mata_Hari","DANCER","1876","777","82.51082","1197814","805877","+3.6×","0.56","48.6","4.1","Famous"
"Kālidāsa","Kālidāsa","WRITER","400","778","82.507594","18725","20495","−18×","-1.25","-8.6","15.7","Forgotten"
"Richard Harris","Richard_Harris","ACTOR","1930","779","82.506346","1806800","2178878","+5.5×","0.74","-17.1","-23.9","Post-Peak"
"Owen Willans Richardson","Owen_Willans_Richardson","PHYSICIST","1879","780","82.493443","13727","18617","−24×","-1.38","-26.3","64.4","Rediscovered"
"Sonia Gandhi","Sonia_Gandhi","POLITICIAN","1946","781","82.491983","1059128","1635758","+3.2×","0.51","-35.3","44.2","Trending"
"Federico Fellini","Federico_Fellini","FILM DIRECTOR","1920","782","82.490229","479346","478465","+1.5×","0.16","0.2","0.7","Steady"
"Pope Pius IV","Pope_Pius_IV","RELIGIOUS FIGURE","1499","783","82.489543","59016","41554","−5.6×","-0.75","42","-4","Underrated"
"Pope Urban II","Pope_Urban_II","RELIGIOUS FIGURE","1042","784","82.488533","212439","160615","−1.6×","-0.19","32.3","-7.9","Steady"
"Pope Gregory XII","Pope_Gregory_XII","RELIGIOUS FIGURE","1335","785","82.481336","89123","36844","−3.7×","-0.57","141.9","-35.6","Rediscovered"
"Edgar Degas","Edgar_Degas","PAINTER","1834","786","82.470968","327008","381330","~1×","-0.00","-14.2","-5.8","Steady"
"Antonie van Leeuwenhoek","Antonie_van_Leeuwenhoek","BIOLOGIST","1632","787","82.464735","301816","350583","~1×","-0.04","-13.9","11.8","Steady"
"George H. W. Bush","George_H._W._Bush","POLITICIAN","1924","788","82.460811","4417720","4822154","+13×","1.13","-8.4","-29.5","Post-Peak"
"Khalid ibn al-Walid","Khalid_ibn_al-Walid","MILITARY PERSONNEL","592","789","82.460284","636628","666750","+1.9×","0.29","-4.5","-32.2","Cooling Off"
"Ingmar Bergman","Ingmar_Bergman","FILM DIRECTOR","1918","790","82.459508","831306","688985","+2.5×","0.40","20.7","57.7","Rising Star"
"Vitruvius","Vitruvius","ARCHITECT","-75","791","82.457828","201360","221352","−1.6×","-0.21","-9","0.1","Steady"
"Anni-Frid Lyngstad","Anni-Frid_Lyngstad","SINGER","1945","792","82.456891","1039212","1279646","+3.2×","0.50","-18.8","-3.2","Famous"
"Maxim Gorky","Maxim_Gorky","WRITER","1868","793","82.455638","309469","309995","~1×","-0.03","-0.2","-8.1","Steady"
"Hosni Mubarak","Hosni_Mubarak","POLITICIAN","1928","794","82.431058","609121","640438","+1.9×","0.27","-4.9","-0.2","Steady"
"Abdul Hamid II","Abdul_Hamid_II","POLITICIAN","1842","795","82.430124","608480","634807","+1.9×","0.27","-4.1","3.8","Steady"
"Ibn al-Haytham","Ibn_al-Haytham","PHYSICIST","965","796","82.422769","316376","344145","~1×","-0.02","-8.1","3.8","Steady"
"Möngke Khan","Möngke_Khan","POLITICIAN","1209","797","82.420956","297578","258769","~1×","-0.04","15","-8.3","Steady"
"Henry III of France","Henry_III_of_France","POLITICIAN","1551","798","82.414143","540216","698103","+1.6×","0.22","-22.6","-11.1","Steady"
"Du Fu","Du_Fu","WRITER","712","799","82.407292","83270","89038","−3.9×","-0.59","-6.5","7.3","Underrated"
"Ibrahim of the Ottoman Empire","Ibrahim_of_the_Ottoman_Empire","POLITICIAN","1615","800","82.400869","286942","301784","~1×","-0.06","-4.9","-9.7","Steady"
"Lev Yashin","Lev_Yashin","SOCCER PLAYER","1929","801","82.38849","562886","533981","+1.7×","0.24","5.4","17.1","Steady"
"Clovis I","Clovis_I","POLITICIAN","466","802","82.37917","430191","427820","+1.3×","0.12","0.6","-1.9","Steady"
"Jacques Offenbach","Jacques_Offenbach","COMPOSER","1819","803","82.36981","128838","197679","−2.5×","-0.40","-34.8","-4.1","Steady"
"William Ewart Gladstone","William_Ewart_Gladstone","POLITICIAN","1809","804","82.357576","412125","476242","+1.3×","0.10","-13.5","7.9","Steady"
"Girolamo Savonarola","Girolamo_Savonarola","RELIGIOUS FIGURE","1452","805","82.356707","357298","294021","~1×","0.04","21.5","18.3","Steady"
"Pope Paul V","Pope_Paul_V","RELIGIOUS FIGURE","1552","806","82.355255","125794","60257","−2.6×","-0.41","108.8","18.3","Rising Star"
"Louis IX of France","Louis_IX_of_France","POLITICIAN","1214","807","82.351647","490522","432619","+1.5×","0.18","13.4","5.3","Steady"
"Empress Matilda","Empress_Matilda","NOBLEMAN","1102","808","82.349632","697249","551124","+2.1×","0.33","26.5","23.7","Rising Star"
"Heinrich Hertz","Heinrich_Hertz","PHYSICIST","1857","809","82.337023","164165","200064","−2.0×","-0.30","-17.9","20.8","Rising Star"
"Yuri Andropov","Yuri_Andropov","POLITICIAN","1914","810","82.334706","803744","823432","+2.5×","0.39","-2.4","-6.8","Steady"
"Henry Ford","Henry_Ford","INVENTOR","1863","811","82.333289","1571809","1705074","+4.8×","0.68","-7.8","6.8","Famous"
"Justin Martyr","Justin_Martyr","RELIGIOUS FIGURE","100","812","82.328083","282765","285729","~1×","-0.06","-1","-1.1","Steady"
"Gamal Abdel Nasser","Gamal_Abdel_Nasser","POLITICIAN","1918","813","82.325912","979827","964125","+3.0×","0.48","1.6","6.8","Steady"
"Dwight D. Eisenhower","Dwight_D._Eisenhower","POLITICIAN","1890","814","82.313369","3563463","3867685","+11×","1.04","-7.9","-24.4","Post-Peak"
"Jabir ibn Hayyan","Jabir_ibn_Hayyan","CHEMIST","721","815","82.303001","176262","189848","−1.8×","-0.27","-7.2","-7.8","Steady"
"Vallabhbhai Patel","Vallabhbhai_Patel","POLITICIAN","1875","816","82.302044","1015434","1277778","+3.1×","0.49","-20.5","17.6","Steady"
"Draco","Draco_(lawgiver)","PUBLIC WORKER","-650","817","82.30043","79089","128837","−4.1×","-0.61","-38.6","-66","Declining"
"Hannah Arendt","Hannah_Arendt","PHILOSOPHER","1906","818","82.292887","985243","819711","+3.0×","0.48","20.2","5.2","Steady"
"Pablo Neruda","Pablo_Neruda","WRITER","1904","819","82.292845","515013","467654","+1.6×","0.20","10.1","-6.6","Steady"
"Jean Piaget","Jean_Piaget","PSYCHOLOGIST","1896","820","82.270024","377985","422843","~1×","0.07","-10.6","-20.1","Cooling Off"
"Charles Martel","Charles_Martel","MILITARY PERSONNEL","688","821","82.262898","466642","417737","+1.4×","0.16","11.7","-8.9","Steady"
"Emperor Meiji","Emperor_Meiji","POLITICIAN","1852","822","82.262779","829916","874309","+2.6×","0.41","-5.1","-0.4","Steady"
"Pope Clement VIII","Pope_Clement_VIII","RELIGIOUS FIGURE","1536","823","82.25363","88463","48031","−3.7×","-0.56","84.2","-4.6","Underrated"
"Danny DeVito","Danny_DeVito","ACTOR","1944","824","82.244455","2646969","3129119","+8.2×","0.91","-15.4","-12.6","Famous"
"James Stewart","James_Stewart","ACTOR","1908","825","82.235217","1669942","2150935","+5.1×","0.71","-22.4","11.9","Famous"
"Mikhail Bakunin","Mikhail_Bakunin","PHILOSOPHER","1814","826","82.223463","265644","262610","~1×","-0.09","1.2","4.8","Steady"
"Bashar al-Assad","Bashar_al-Assad","POLITICIAN","1965","827","82.223163","3018921","6729167","+9.3×","0.97","-55.1","-24.1","Crashing"
"Henri Bergson","Henri_Bergson","PHILOSOPHER","1859","828","82.221673","207300","188496","−1.6×","-0.19","10","-9.3","Steady"
"Eva Braun","Eva_Braun","COMPANION","1912","829","82.215991","1576101","1562608","+4.9×","0.69","0.9","-20.4","Post-Peak"
"Prince Eugene of Savoy","Prince_Eugene_of_Savoy","MILITARY PERSONNEL","1663","830","82.211431","216227","189024","−1.5×","-0.18","14.4","19","Steady"
"Tacitus","Tacitus","HISTORIAN","54","831","82.211065","370896","381234","~1×","0.06","-2.7","-5.1","Steady"
"Jacques Cartier","Jacques_Cartier","EXPLORER","1491","832","82.207035","255861","270543","−1.3×","-0.10","-5.4","-2.5","Steady"
"Pope Clement XI","Pope_Clement_XI","RELIGIOUS FIGURE","1649","833","82.205507","94515","49178","−3.4×","-0.53","92.2","-19.8","Underrated"
"George Bernard Shaw","George_Bernard_Shaw","WRITER","1856","834","82.202947","771659","1035663","+2.4×","0.38","-25.5","-16","Steady"
"Jerome","Jerome","RELIGIOUS FIGURE","345","835","82.197373","581511","504331","+1.8×","0.26","15.3","14.5","Steady"
"Harun al-Rashid","Harun_al-Rashid","POLITICIAN","766","836","82.196384","293555","320148","~1×","-0.04","-8.3","-18.7","Steady"
"Ay","Ay","POLITICIAN","-1380","837","82.189942","34854","15748","−9.3×","-0.97","121.3","45.9","Viral"
"Gilbert du Motier, Marquis de Lafayette","Gilbert_du_Motier,_Marquis_de_Lafayette","MILITARY PERSONNEL","1757","838","82.187194","1114514","1247709","+3.5×","0.54","-10.7","1.6","Famous"
"Mustafa I","Mustafa_I","POLITICIAN","1591","839","82.184906","220552","256797","−1.5×","-0.17","-14.1","-15.5","Steady"
"Barbara Bush","Barbara_Bush","POLITICIAN","1925","840","82.184227","909111","798228","+2.8×","0.45","13.9","-15.1","Steady"
"Irène Joliot-Curie","Irène_Joliot-Curie","CHEMIST","1897","841","82.181624","321794","338019","~1×","-0.00","-4.8","-14.3","Steady"
"Joseph II, Holy Roman Emperor","Joseph_II,_Holy_Roman_Emperor","POLITICIAN","1741","842","82.179349","458095","473644","+1.4×","0.15","-3.3","-4.2","Steady"
"Aspasia","Aspasia","COMPANION","-470","843","82.172334","259147","167551","~1×","-0.09","54.7","-51.6","Cooling Off"
"Maurice Maeterlinck","Maurice_Maeterlinck","WRITER","1862","844","82.170366","68446","64179","−4.7×","-0.67","6.6","15.4","Underrated"
"Alfred Hitchcock","Alfred_Hitchcock","FILM DIRECTOR","1899","845","82.164533","3100837","1698520","+9.6×","0.98","82.6","27.5","Trending"
"Marie Louise, Duchess of Parma","Marie_Louise,_Duchess_of_Parma","COMPANION","1791","846","82.160788","331038","553914","~1×","0.01","-40.2","-15.7","Steady"
"Pope Clement XIII","Pope_Clement_XIII","RELIGIOUS FIGURE","1693","847","82.159674","47948","27544","−6.7×","-0.83","74.1","-16.7","Underrated"
